date	state	new_confirmed	new_deceased	new_recovered	new_tested	total_confirmed	total_deceased	total_recovered	total_tested
2020-04-20	MT	16	2	109	1982	3104	96	2230	85218
2020-04-20	MN	1346	143	497	16646	22279	1562	9409	415096
2020-04-20	WY	94	5	109	781	3314	47	2084	55328
2020-04-20	AK	22	0	57	4258	2387	63	1433	110012
2020-04-20	MS	1582	60	0	12028	37920	1463	0	400465
2020-04-20	OH	3406	244	0	29178	105580	4705	0	752180
2020-04-20	PR	136	42	0	1009	8402	486	0	86093
2020-04-20	CT	6182	681	0	17005	165698	12169	0	516869
2020-04-20	DC	896	78	24	3946	25521	1137	4572	120636
2020-04-20	LA	2588	412	2376	10878	182682	11368	91938	977940
2020-04-20	AS	0	0	0	0	0	0	0	140
2020-04-20	ME	148	16	135	2856	6725	317	3482	121505
2020-04-20	DE	1666	70	501	5274	27063	879	5226	127517
2020-04-20	NE	1841	21	0	6683	17727	336	0	132587
2020-04-27	MN	3418	142	2228	30222	39816	2576	15457	594005
2020-04-27	PR	487	13	0	-1486	11411	647	0	80426
2020-04-27	MI	5539	729	7317	66799	294598	27094	80345	1577060
2020-04-27	PA	9264	934	0	42168	345644	18252	0	1594391
2020-04-27	HI	12	1	56	4856	4260	114	3657	219336
2020-04-27	CT	3976	544	0	22682	198090	16281	17384	690196
2020-04-27	NJ	17081	1866	14960	50092	848692	51501	109494	1798380
2020-04-27	NH	650	26	238	7120	16055	535	6798	165974
2020-04-27	FL	4759	311	0	87889	242840	9105	0	2820000
2020-04-27	VT	47	6	0	2114	6154	343	0	110275
2020-04-27	IL	17957	681	0	105519	391274	17059	0	2005767
2020-04-27	NE	2636	24	0	11391	33800	495	0	194306
2020-04-27	DE	1153	68	720	5087	36622	1387	9849	163246
2020-04-27	NM	1205	52	182	21362	24724	922	5294	477541
2020-04-27	ND	283	6	190	12320	7767	154	3353	205898
2020-04-27	AL	1573	70	0	29120	51648	1941	0	623231
2020-04-27	NV	919	47	85	7353	36538	1744	989	302550
2020-04-27	AS	0	0	0	63	0	0	0	314
2020-04-27	NC	2836	123	0	36519	75997	2827	0	922809
2020-04-27	NY	27366	2521	8199	181215	2192865	166920	391309	6497841
2020-04-27	MT	7	2	52	2055	3170	111	2739	99566
2020-04-27	DC	1328	74	7	5444	33392	1673	4651	153673
2020-04-27	MS	1783	81	1008	16215	49806	1935	21486	500139
2020-04-27	OH	4149	303	0	35138	130565	6828	0	977791
2020-04-27	VI	7	0	0	266	458	28	357	6702
2020-04-27	OK	764	41	515	10677	26116	1587	17318	439219
2020-04-27	MP	0	0	1	1270	98	14	84	5269
2020-04-27	GU	5	0	-3	1823	7811	42	903	18524
2020-04-27	OR	405	17	0	12259	17994	734	1720	405525
2020-04-27	MO	1605	91	0	20345	55519	2489	0	570945
2020-04-27	GA	5121	247	0	56156	183010	7939	0	1134430
2020-04-27	WA	2089	75	0	29257	105976	5767	0	1457086
2020-04-27	WV	147	13	156	10200	8090	319	3879	331534
2020-04-27	AK	20	1	45	5170	2548	68	1760	146543
2020-04-27	MA	12625	1087	0	79381	448520	25776	0	2023309
2020-04-27	KY	1224	51	381	9935	33974	1729	11877	385630
2020-04-27	SC	1144	106	-79	13427	43841	1749	23822	412245
2020-04-27	SD	421	10	514	2338	17548	125	11531	123057
2020-04-27	AZ	2203	85	214	18710	55683	2332	10746	527285
2020-04-27	AR	400	29	1029	13985	23197	469	11675	343089
2020-04-27	RI	1944	108	149	14909	62174	1992	3500	426450
2020-04-27	ME	182	6	171	2944	7856	381	4603	141916
2020-04-27	CO	2995	144	500	19816	109231	5610	17261	519184
2020-04-27	VA	5958	226	704	31550	117940	4107	15612	693210
2020-04-27	TN	3544	32	1361	57041	81046	1428	38558	1306561
2020-04-27	WY	76	0	49	2287	3966	49	2618	67675
2020-04-27	ID	189	6	284	9783	14213	438	8171	195609
2020-04-27	WI	2155	59	621	21555	50837	2264	18098	567018
2020-04-27	UT	1090	9	701	24466	33825	331	14260	793843
2020-04-27	MD	6935	372	432	32019	163171	8274	10556	849367
2020-04-27	IA	3835	61	1465	19011	55760	1163	20155	326115
2020-04-27	CA	11125	497	0	194465	363420	14794	0	4611497
2020-04-27	KS	1978	28	25	11436	31652	964	1681	232531
2020-04-27	IN	4718	332	0	28821	131983	8085	0	699665
2020-04-27	TX	7035	221	4920	116881	204943	5618	98293	2475855
2020-04-27	LA	2635	324	3013	33942	200142	13590	124134	1167185
2020-05-04	SC	1035	63	498	20269	51262	2244	27430	546054
2020-05-04	MO	1249	125	0	24169	66733	3273	0	748220
2020-05-04	MA	9375	1018	0	70460	524348	32813	0	2550297
2020-05-04	NC	3198	117	0	49426	96615	3718	9115	1240585
2020-05-04	NV	525	46	-2	13918	41527	2080	1383	376864
2020-05-04	ID	155	5	206	2335	15391	470	9944	219103
2020-05-04	KS	1776	20	85	15506	45640	1172	2366	331283
2020-05-04	WY	73	0	52	1611	4498	49	2982	83170
2020-05-04	GU	2	0	-1	598	7834	42	864	26186
2020-05-04	VA	5578	166	726	38278	156771	5523	20654	914779
2020-05-04	IL	15283	807	0	109278	511336	22489	0	2775043
2020-05-04	KY	1340	58	416	28514	43904	2119	15134	541361
2020-05-04	DC	1163	72	219	6721	42262	2164	5984	197019
2020-05-04	CA	13181	523	0	244023	451121	18396	0	6167215
2020-05-04	LA	2135	244	2292	39899	217238	15578	144504	1434945
2020-05-04	GA	4098	192	0	67963	216409	9479	0	1580049
2020-05-04	MS	1797	125	1847	16208	62960	2807	32794	581777
2020-05-04	MT	3	0	19	7484	3201	112	2931	141773
2020-05-04	NY	17910	2215	-587	197341	2346242	183933	399021	7837696
2020-05-04	OH	4311	301	0	55375	160262	8966	0	1302101
2020-05-04	TN	2140	32	1957	61834	100834	1671	49649	1713763
2020-05-04	AR	574	14	1133	14588	26379	619	17517	437713
2020-05-04	VI	3	2	9	169	476	31	392	7940
2020-05-04	AL	2052	105	0	26327	65280	2596	0	833928
2020-05-04	SD	947	13	357	5865	22072	217	14428	151269
2020-05-04	OK	569	36	559	32144	30774	1842	21387	626880
2020-05-04	AS	0	0	0	22	0	0	0	603
2020-05-04	MP	5	0	0	1360	110	14	84	15098
2020-05-04	OR	527	21	265	14149	21486	857	7610	504284
2020-05-04	ND	293	11	306	12260	9858	226	4856	294237
2020-05-04	PA	7565	966	0	43268	401861	25347	0	1890917
2020-05-04	IN	4279	276	0	33391	164277	10102	0	913643
2020-05-04	MI	3530	449	7027	79817	322809	30826	130694	2092432
2020-05-04	RI	1798	89	240	14357	75160	2782	5152	528374
2020-05-04	FL	4085	336	0	116686	274991	11443	0	3589114
2020-05-04	HI	11	0	17	3817	4333	119	3900	252572
2020-05-04	NJ	11676	1400	0	148066	947134	62227	109494	2214943
2020-05-04	WV	145	7	164	10230	9223	368	5134	414674
2020-05-04	NE	2452	21	0	12485	53369	640	0	283691
2020-05-04	AZ	2461	180	1220	31211	72942	3398	15144	710207
2020-05-04	DE	1405	62	903	10016	45997	1829	15859	216126
2020-05-04	PR	381	16	0	-8900	14706	739	0	24019
2020-05-04	AK	12	0	65	7129	2644	70	2127	186420
2020-05-04	MN	4564	163	3161	33052	69738	3709	37655	802641
2020-05-04	WI	2182	69	1203	29902	66848	2680	32758	755486
2020-05-04	UT	1038	18	839	25924	41415	438	19420	971337
2020-05-04	MD	6974	366	603	27785	213362	10837	14533	1065641
2020-05-04	NM	1039	52	453	24521	32302	1283	7746	632500
2020-05-04	TX	7537	216	5623	115885	256388	7068	134926	3274309
2020-05-04	CT	3792	452	1067	30015	226114	19929	35757	843074
2020-05-04	IA	2670	83	1763	20631	79034	1688	31740	483870
2020-05-04	WA	2125	111	0	28425	121353	6383	0	1660649
2020-05-04	ME	257	8	152	2803	9490	441	5720	161588
2020-05-04	VT	24	1	770	2929	6423	369	4467	127348
2020-05-04	NH	572	47	212	8030	20409	835	8066	216827
2020-05-04	CO	2994	137	426	25700	130614	6640	20355	666502
2020-05-11	NY	14011	1299	3318	234906	2453127	194525	421790	9352495
2020-05-11	NH	492	39	39	11215	24188	1117	8728	292351
2020-05-11	AR	770	6	496	16209	31379	684	23814	553074
2020-05-11	IL	17655	777	0	160816	630458	28056	0	3758523
2020-05-11	GA	4186	204	0	113001	245084	10829	0	2160371
2020-05-11	IN	3763	225	0	37224	190863	11791	0	1162793
2020-05-11	WV	132	11	144	12566	10131	443	6083	496316
2020-05-11	MT	11	0	11	5595	3257	112	3013	177997
2020-05-11	UT	1020	12	1002	23437	48458	540	26112	1145156
2020-05-11	AL	1922	86	0	27679	79169	3303	0	1024605
2020-05-11	NJ	8094	1125	7854	79636	1008374	70334	132302	3257536
2020-05-11	NM	1027	62	470	30755	39622	1739	10990	837917
2020-05-11	TX	8824	247	6658	173074	315976	8767	178676	4234043
2020-05-11	KS	1278	16	89	12881	55142	1293	3014	421131
2020-05-11	AS	0	0	0	0	0	0	0	735
2020-05-11	VT	14	1	30	4767	6535	373	5593	155813
2020-05-11	ID	194	5	139	4530	16655	503	10986	243364
2020-05-11	WI	2304	50	1610	39005	82315	3083	43158	994165
2020-05-11	TN	2344	48	1848	64151	117905	1988	64188	2171723
2020-05-11	NV	907	52	172	21748	46934	2399	1798	508510
2020-05-11	WY	97	3	55	5020	5041	53	3413	112134
2020-05-11	FL	5460	262	0	115621	308458	13325	0	4359504
2020-05-11	AZ	2790	144	718	40009	91493	4476	22484	981953
2020-05-11	ND	413	8	373	9547	12370	289	7432	364007
2020-05-11	NE	2050	33	0	21262	68174	837	0	401343
2020-05-11	DE	1145	63	926	10602	54863	2288	22424	290415
2020-05-11	KY	1331	29	460	42762	52687	2397	18517	840435
2020-05-11	NC	4052	113	2522	59890	120702	4538	66327	1606801
2020-05-11	VI	0	0	1	177	483	42	427	9163
2020-05-11	AK	16	1	17	7001	2744	76	2387	235586
2020-05-11	DC	949	64	154	8324	49060	2626	6964	248253
2020-05-11	SD	413	10	597	4467	27047	297	17868	190708
2020-05-11	OR	401	8	281	19709	24717	950	9561	619019
2020-05-11	MP	2	0	0	725	139	14	84	22661
2020-05-11	PA	6119	714	0	51751	448586	30312	0	2231225
2020-05-11	MA	8590	754	0	74471	583427	38894	0	3049682
2020-05-11	RI	1345	76	171	13081	85587	3347	6502	622482
2020-05-11	MI	4327	331	5548	102630	349047	33686	175446	2765181
2020-05-11	GU	3	0	2	734	7855	42	874	31093
2020-05-11	MN	4574	149	3819	47510	100110	4796	63561	1094058
2020-05-11	MD	6399	340	519	36726	259112	13314	18543	1290964
2020-05-11	CT	4351	441	851	45171	252975	22866	42146	1099878
2020-05-11	SC	1150	45	956	47102	58972	2624	38852	760092
2020-05-11	MO	1200	97	0	35718	74638	4022	0	943939
2020-05-11	IA	2582	84	2075	25356	97859	2301	45769	649556
2020-05-11	VA	6070	164	834	45707	200242	6775	26446	1237148
2020-05-11	ME	251	6	181	251	11208	480	6900	165852
2020-05-11	OK	785	14	767	27568	35576	1989	26379	806044
2020-05-11	OH	3670	300	0	61319	188159	10926	0	1706132
2020-05-11	CO	2381	238	270	19705	148252	7943	22723	828339
2020-05-11	WA	1584	63	0	31913	133472	6999	0	1864244
2020-05-11	HI	7	0	12	4362	4395	119	3961	278563
2020-05-11	LA	2951	255	3641	48918	235815	17126	161897	1761353
2020-05-11	MS	1758	93	1413	19882	75133	3454	45289	747258
2020-05-11	CA	12429	502	0	300775	537572	22013	0	8044560
2020-05-11	PR	454	11	0	454	17542	837	0	17542
2020-05-18	ME	361	7	237	13719	13527	527	8310	248319
2020-05-18	AK	12	0	16	8002	2844	77	2489	294462
2020-05-18	MN	4952	150	4052	53866	133700	5841	91367	1456290
2020-05-18	WI	2924	55	2421	52019	101092	3462	58367	1312634
2020-05-18	MD	7872	279	512	48071	312571	15392	22134	1594389
2020-05-18	TX	7278	180	6921	141388	372780	10260	222218	5313554
2020-05-18	VT	22	0	28	5178	6662	378	5824	187233
2020-05-18	IL	15470	655	0	166323	738605	32933	0	4873282
2020-05-18	OR	262	10	-30	16543	26972	1019	9722	751192
2020-05-18	CO	2082	109	320	21813	164168	9182	24939	986317
2020-05-18	NH	545	38	936	16741	27973	1402	12297	398853
2020-05-18	VA	6587	194	1038	62408	243860	7888	33829	1597673
2020-05-18	UT	1137	18	1035	22446	56353	655	33239	1308363
2020-05-18	AZ	2391	120	634	31309	109326	5394	27656	1226498
2020-05-18	WY	77	2	77	3304	5636	81	3799	135411
2020-05-18	WA	1509	56	0	29470	143898	7409	0	2098583
2020-05-18	RI	1270	102	107	10651	95696	4018	7528	708486
2020-05-18	NE	1729	23	0	18231	81524	1032	0	545097
2020-05-18	PR	550	5	0	41038	21163	884	0	223603
2020-05-18	HI	3	0	18	8326	4432	119	4074	335225
2020-05-18	PA	5680	599	3144	62505	490226	34813	158824	2634968
2020-05-18	AS	0	0	0	19	0	0	0	868
2020-05-18	DE	788	40	1148	8321	61684	2623	29896	356424
2020-05-18	NJ	7053	709	1757	118228	1065953	76519	171384	3957452
2020-05-18	IN	3592	219	0	42339	217540	13466	0	1458609
2020-05-18	MI	2963	325	4934	103030	376394	36055	212440	3485888
2020-05-18	FL	5304	255	0	231465	345225	15197	0	5782107
2020-05-18	NM	930	50	709	40228	46391	2100	14674	1080960
2020-05-18	ND	526	10	332	9789	15875	356	9814	437026
2020-05-18	MO	1071	85	0	6047	82665	4692	0	1108440
2020-05-18	MA	6219	554	0	71362	635476	43472	0	3573943
2020-05-18	IA	2673	105	2053	29567	115804	2984	62192	839623
2020-05-18	MP	1	0	1	1337	152	14	91	29873
2020-05-18	TN	2766	38	3187	58791	135583	2229	86164	2582442
2020-05-18	SD	559	6	631	6238	30412	339	22471	227459
2020-05-18	DC	900	40	40	2681	55867	2976	7504	286957
2020-05-18	OH	4022	330	0	58485	215149	13121	0	2145389
2020-05-18	NY	11347	836	2599	299892	2540012	201526	441542	11220759
2020-05-18	MT	9	0	7	5515	3344	112	3081	220772
2020-05-18	CA	15074	486	0	351430	633970	25616	0	10349489
2020-05-18	AR	1216	17	604	26383	38722	780	27961	715532
2020-05-18	MS	2026	107	1720	28150	88232	4176	55487	918422
2020-05-18	LA	3084	127	2451	61150	256649	18550	186194	2142613
2020-05-18	GA	4780	196	0	149256	276890	12263	0	3065112
2020-05-18	VI	0	0	0	65	483	42	427	10030
2020-05-18	NC	4876	96	3317	88935	152537	5234	84776	2147408
2020-05-18	NV	900	32	4	32899	53019	2701	2425	705108
2020-05-18	KY	858	49	334	40171	60257	2742	20852	1144055
2020-05-18	AL	2900	77	0	33192	96125	3762	31804	1229313
2020-05-18	CT	2757	293	863	44047	277658	25330	47300	1419242
2020-05-18	WV	280	5	216	10290	11671	497	7204	582675
2020-05-18	KS	833	11	28	14409	62514	1390	3359	520097
2020-05-18	ID	209	5	143	4734	18051	547	11970	278540
2020-05-18	OK	692	25	706	37473	40637	2139	31342	1069196
2020-05-18	SC	1236	49	987	34461	67417	2941	39645	1047264
2020-05-18	GU	12	0	12	846	7929	42	911	36639
2020-05-25	AK	76	2	7	11292	3114	84	2563	359015
2020-05-25	NM	774	42	389	26123	52352	2402	18824	1303406
2020-05-25	PR	613	7	0	20547	25221	926	0	408307
2020-05-25	VI	1	0	1	358	486	42	428	11737
2020-05-25	SC	1970	60	396	38668	78361	3346	44142	1313346
2020-05-25	DE	582	40	660	8785	66368	2934	35648	415816
2020-05-25	OR	354	6	788	17760	28960	1058	14005	862472
2020-05-25	NY	8895	628	1830	374328	2609703	206630	456971	13589574
2020-05-25	UT	1505	15	1033	21644	64973	757	40664	1450711
2020-05-25	CT	1867	222	384	39664	292875	27086	50273	1689520
2020-05-25	RI	926	112	162	10314	102430	4808	8483	776721
2020-05-25	TX	8909	151	8046	164991	426768	11323	278803	6458804
2020-05-25	OH	3507	219	0	67732	241457	14785	0	2589948
2020-05-25	DC	552	30	57	5646	60697	3224	7732	317145
2020-05-25	WV	246	3	178	11770	13687	522	8729	651571
2020-05-25	PA	4378	415	7517	59215	524645	37995	319853	3059792
2020-05-25	TN	2709	27	2491	52274	155032	2481	102914	2962606
2020-05-25	NJ	5826	577	1450	171803	1110022	80515	182388	4985538
2020-05-25	CO	2307	125	253	36068	179057	9950	26761	1190257
2020-05-25	AZ	3562	112	665	40288	129587	6107	31948	1470047
2020-05-25	OK	483	21	797	32240	44471	2297	36972	1287980
2020-05-25	VA	7671	184	754	65974	297141	9350	39226	2078765
2020-05-25	NV	742	24	100	32052	58679	2879	2924	945407
2020-05-25	CA	18626	479	0	368481	751768	28749	0	12905353
2020-05-25	SD	448	12	488	10378	34009	403	26134	287479
2020-05-25	NE	1991	28	0	17933	94858	1213	0	670061
2020-05-25	MN	3894	170	4625	56296	165219	6979	121422	1859646
2020-05-25	WI	2910	83	2631	63385	122706	3954	75337	1751042
2020-05-25	AR	1414	16	1152	21614	47481	895	33764	855287
2020-05-25	VT	21	1	37	5657	6828	383	6029	226422
2020-05-25	MO	1227	92	0	42323	90763	5210	0	1253435
2020-05-25	GU	9	0	7	747	7990	42	1002	41946
2020-05-25	ND	171	10	527	6951	17636	426	13118	488223
2020-05-25	MP	0	0	3	1577	154	14	98	39762
2020-05-25	IN	3195	158	520	39645	240559	14613	43928	1740919
2020-05-25	KY	1251	42	130	46190	67660	3012	22226	1393326
2020-05-25	WY	67	5	92	4758	6188	106	4455	163056
2020-05-25	IA	2161	98	2063	26366	132882	3637	74525	1030583
2020-05-25	FL	5084	208	0	132337	381032	16706	0	6855181
2020-05-25	MS	2294	104	1802	32337	103419	4921	67609	1132779
2020-05-25	MI	3619	285	4931	107280	395755	37857	246969	4199322
2020-05-25	HI	9	0	17	-1884	4468	119	4208	363357
2020-05-25	MA	7534	619	0	62872	672391	47027	390540	4010498
2020-05-25	NC	5371	143	3906	77218	187141	6100	108584	2725264
2020-05-25	MT	40	1	20	6975	3477	119	3143	264538
2020-05-25	WA	2007	57	0	35102	156535	7818	0	2315792
2020-05-25	MD	6281	250	453	59153	359450	17212	24969	1980475
2020-05-25	ME	275	11	296	12109	15617	596	10178	323359
2020-05-25	KS	831	16	54	13842	67972	1466	3749	630463
2020-05-25	NH	488	35	744	11017	31279	1639	19095	477515
2020-05-25	AS	0	0	0	50	0	0	0	1168
2020-05-25	GA	4343	237	0	-41914	307174	13715	0	3242612
2020-05-25	IL	9418	546	0	148709	823564	36863	0	5966132
2020-05-25	ID	244	4	493	5291	19607	574	14956	311877
2020-05-25	AL	3548	80	1404	33208	119088	4258	62677	1452194
2020-05-25	LA	2536	111	3028	56472	274915	19306	203928	2530025
2020-06-01	OH	2853	198	0	78752	263606	16402	0	3123827
2020-06-01	AL	2391	72	2040	36468	137549	4734	77725	1695369
2020-06-01	MS	2016	98	2153	31958	117743	5611	80574	1346927
2020-06-01	MP	6	0	3	908	180	14	118	47682
2020-06-01	AR	2297	22	1023	27351	61228	1044	41868	1043424
2020-06-01	OK	633	14	503	28530	48825	2412	40734	1506054
2020-06-01	GA	4238	119	0	77744	336891	14892	0	3573234
2020-06-01	ID	289	0	213	9344	21579	581	16551	367825
2020-06-01	WI	2605	53	2404	82351	141877	4433	92720	2270610
2020-06-01	NY	7071	473	1577	442119	2666373	210387	469004	16540993
2020-06-01	TN	3975	56	1999	64270	181082	2814	117712	3394177
2020-06-01	GU	5	0	18	1413	8033	42	1110	50131
2020-06-01	AK	86	0	16	11094	3757	91	2648	443024
2020-06-01	WA	2321	35	0	36980	171353	8088	0	2559340
2020-06-01	MD	4989	224	458	62773	400061	18873	28624	2421866
2020-06-01	RI	651	79	109	9908	107621	5345	9337	850526
2020-06-01	ME	239	10	305	12012	17405	678	12481	399247
2020-06-01	CO	1606	85	172	31108	192757	10601	28205	1424113
2020-06-01	VA	5853	85	658	58827	340861	10142	44329	2525954
2020-06-01	MA	2821	318	6513	53836	717569	50631	579321	4441258
2020-06-01	SC	2652	57	888	39973	94526	3730	50316	1619116
2020-06-01	PR	1173	6	0	29436	32032	985	0	539775
2020-06-01	HI	22	0	9	6660	4571	119	4287	363862
2020-06-01	MI	6476	391	3942	93927	434351	40307	278519	4917769
2020-06-01	IA	2322	65	1588	34541	148100	4156	87272	1250261
2020-06-01	PA	3698	433	5242	65621	552462	41216	361741	3498133
2020-06-01	WY	50	0	106	4827	6527	119	5137	194204
2020-06-01	MN	3017	148	4216	73276	188318	8050	153806	2319498
2020-06-01	SD	437	3	500	12158	37027	448	29427	371830
2020-06-01	CA	18644	392	0	418607	883346	31774	0	15725727
2020-06-01	OR	624	10	73	18261	32205	1127	15487	997873
2020-06-01	MT	29	1	14	10935	3757	123	3285	321914
2020-06-01	MO	1636	46	0	41753	101446	5698	0	1568370
2020-06-01	CT	1352	120	-227	52305	304647	28216	51442	2042105
2020-06-01	LA	2711	143	2176	55232	294561	20305	224272	2931928
2020-06-01	DC	588	25	6	9451	64799	3385	7981	373662
2020-06-01	KY	1551	42	127	36811	77057	3302	23224	1688793
2020-06-01	NE	1407	13	1712	17742	106902	1350	46013	802184
2020-06-01	WV	133	8	155	15510	14795	571	9931	754013
2020-06-01	TX	10736	158	6420	161131	500519	12472	333450	7559859
2020-06-01	AZ	7638	134	770	60011	170884	7088	37068	1837326
2020-06-01	NM	1262	38	454	34771	59991	2700	21775	1528867
2020-06-01	ND	255	11	258	6879	19354	505	15658	539739
2020-06-01	IN	2869	174	3384	43607	262051	15804	169304	2037902
2020-06-01	AS	0	0	0	0	0	0	0	1218
2020-06-01	FL	8074	252	0	194014	429426	18456	0	8005802
2020-06-01	NC	7213	118	4793	98205	233811	7000	136813	3363322
2020-06-01	NV	1114	22	63	33220	65214	3031	3565	1163347
2020-06-01	NJ	3579	493	1238	179489	1142033	84165	191893	6286679
2020-06-01	IL	7877	684	0	141324	883853	40817	0	7001259
2020-06-01	VT	92	0	15	7472	7215	385	6194	274864
2020-06-01	NH	394	41	444	11435	34514	1927	22399	564935
2020-06-01	UT	2352	11	1004	24787	79325	833	47538	1621475
2020-06-01	VI	1	0	0	387	496	42	434	14752
2020-06-01	DE	386	22	438	6753	69733	3116	39407	473255
2020-06-01	KS	621	20	78	24268	73039	1622	4200	779886
2020-06-08	CO	1115	62	105	31601	201657	11106	29119	1642885
2020-06-08	WY	119	1	61	2632	7175	125	5722	223432
2020-06-08	OR	904	16	159	26257	37784	1214	16553	1158865
2020-06-08	ND	221	2	347	7596	21098	536	17991	589807
2020-06-08	IN	2869	117	3136	46326	280968	16738	193635	2342863
2020-06-08	RI	451	52	84	10377	111243	5793	10002	916946
2020-06-08	NM	783	40	807	29290	66438	2967	27037	1759242
2020-06-08	MO	1553	63	0	38480	112516	6147	0	1846725
2020-06-08	LA	4121	74	3113	76123	317973	20944	240441	3395435
2020-06-08	CT	1143	120	327	48578	312993	29113	52623	2387020
2020-06-08	AK	103	1	33	9519	4479	93	2814	507940
2020-06-08	DE	393	16	381	15341	72482	3249	42350	555291
2020-06-08	TX	13492	147	9331	201087	585246	13513	386908	8813869
2020-06-08	UT	2379	19	1125	30039	95799	946	55404	1813507
2020-06-08	SD	457	10	558	8576	40193	509	33163	440820
2020-06-08	WA	1984	55	0	62264	186116	8428	0	2936231
2020-06-08	MN	2489	127	2952	62010	208036	9058	177113	2813254
2020-06-08	MA	2064	293	4104	59962	734459	52738	612867	4844066
2020-06-08	VA	3635	75	673	95293	373034	10703	48939	3057494
2020-06-08	PR	844	5	0	25439	38793	1015	0	757968
2020-06-08	NJ	2606	462	878	140994	1162711	87502	199267	7376534
2020-06-08	HI	60	0	12	6327	4868	119	4368	408655
2020-06-08	IL	4704	401	0	150876	926513	44942	0	8023770
2020-06-08	NE	1108	30	1666	16348	114970	1514	65242	914536
2020-06-08	MI	1391	109	2923	84873	460647	41945	303056	5505912
2020-06-08	SC	4581	45	1335	10896	120730	4125	58512	1712429
2020-06-08	OK	1211	11	614	29201	55039	2501	44594	1707258
2020-06-08	ME	222	2	298	9326	18991	701	14696	467883
2020-06-08	IA	1999	38	1597	33766	163423	4522	98556	1495265
2020-06-08	PA	3255	300	4879	65080	576872	43475	395754	3952804
2020-06-08	FL	12422	226	0	195777	499801	20078	0	9397897
2020-06-08	CA	21375	441	0	436992	1027427	34839	0	18681519
2020-06-08	NH	266	34	649	13321	36732	2176	25932	646844
2020-06-08	WI	4369	53	2595	72288	170533	4835	110339	2811228
2020-06-08	DC	344	25	12	9974	67873	3568	8027	439971
2020-06-08	GU	6	0	6	1029	8066	42	1168	59009
2020-06-08	GA	5510	281	0	81121	372324	16547	0	4155303
2020-06-08	AL	5347	56	2113	42683	166454	5317	92443	1999388
2020-06-08	NV	1501	24	114	36431	74937	3209	4168	1395538
2020-06-08	NC	8676	115	5566	118366	289267	7837	171137	4135034
2020-06-08	NY	5128	406	1164	435314	2705602	213442	478633	19602489
2020-06-08	MD	3629	171	327	49605	428658	20242	31072	2800364
2020-06-08	VI	2	0	2	181	506	42	447	16163
2020-06-08	OH	2739	169	0	80350	282737	17560	0	3670861
2020-06-08	KY	1162	37	57	42994	86520	3608	23732	1981561
2020-06-08	AS	0	0	0	0	0	0	0	1218
2020-06-08	VT	55	0	17	9759	7790	385	6345	339285
2020-06-08	MT	61	1	35	9345	4049	128	3478	398447
2020-06-08	WV	161	4	117	18348	15724	607	10755	868156
2020-06-08	AR	3177	27	1928	43551	80324	1211	53018	1287929
2020-06-08	KS	792	9	51	17453	77811	1698	4616	891411
2020-06-08	TN	3728	60	2499	117215	204963	3177	134635	4022051
2020-06-08	MP	2	0	0	927	210	14	133	54663
2020-06-08	MS	2031	58	1967	22291	132829	6139	95459	1508916
2020-06-08	AZ	9244	152	823	57176	230800	8049	42579	2236960
2020-06-08	ID	275	6	376	6939	23429	607	18825	426894
2020-06-15	NJ	2312	219	703	151316	1179123	89753	204438	8376939
2020-06-15	IL	4368	346	0	169530	957584	47433	0	9164842
2020-06-15	MS	2488	83	1919	22746	147168	6603	109180	1693301
2020-06-15	UT	3278	15	1483	26374	115916	1072	63833	2013019
2020-06-15	CO	1405	46	132	33687	210690	11474	29893	1870712
2020-06-15	SC	6320	57	2108	48323	158910	4440	72362	2012052
2020-06-15	NV	2259	24	17	27631	88002	3357	4530	1639959
2020-06-15	PR	674	2	0	674	43812	1033	0	836772
2020-06-15	AR	3166	45	2441	52201	102142	1483	67393	1630278
2020-06-15	OK	2316	10	1020	31654	67893	2566	50539	1918428
2020-06-15	VA	3579	68	433	79163	398039	11179	52742	3631473
2020-06-15	VI	3	0	0	210	522	42	448	17564
2020-06-15	HI	80	0	22	7237	5384	119	4483	458694
2020-06-15	MA	1520	227	2679	62832	746315	54522	634470	5266080
2020-06-15	ME	161	1	220	10033	20312	713	16311	539144
2020-06-15	MT	125	2	38	10368	4714	140	3808	475576
2020-06-15	NH	213	19	234	9989	38356	2341	29080	724982
2020-06-15	WA	2866	54	0	31369	203633	8783	0	3278598
2020-06-15	KS	1060	14	46	18051	84476	1775	4935	1019170
2020-06-15	WI	2319	48	2706	65500	188281	5143	128649	3287736
2020-06-15	RI	366	52	80	8348	114116	6211	10569	983218
2020-06-15	AZ	17762	150	1119	84533	328733	9140	49358	2747289
2020-06-15	DE	379	14	287	11539	75220	3344	44619	646377
2020-06-15	VT	33	1	14	6050	8008	390	6432	390665
2020-06-15	NE	1097	29	1655	18753	122737	1724	77360	1037162
2020-06-15	NY	4538	289	859	460889	2739121	215645	485365	22776731
2020-06-15	MD	2549	127	209	53617	449228	21216	32794	3177881
2020-06-15	WY	151	2	97	-5214	8126	134	6209	224202
2020-06-15	GA	7200	150	0	77530	415543	18001	0	4719672
2020-06-15	OR	1284	12	192	30492	46070	1310	17577	1350275
2020-06-15	AL	4182	67	2466	46436	201456	5725	109352	2303317
2020-06-15	GU	36	0	4	1646	8216	42	1201	67957
2020-06-15	DC	276	17	27	15176	69858	3716	8174	537857
